t,x,y,z,vx,vy,vz,roll,pitch,yaw
3.62014,5.58314,-9.65159,0.429108,2.39292,-2.65156,-0.0220038,0.030098,0.014194,-0.789721
3.72015,5.83561,-9.91415,0.432213,2.494,-2.66189,-0.00840535,0.026895,0.017465,-0.77546
3.82038,6.09672,-10.1863,0.424026,2.58024,-2.68712,-0.0417118,0.026937,0.016466,-0.761505
3.93024,6.3957,-10.4913,0.403938,2.68568,-2.71754,-0.0635569,0.027335,0.012987,-0.745723
4.03023,6.67856,-10.7681,0.39061,2.80141,-2.73235,-0.0542391,0.027064,0.011196,-0.731111
4.13015,6.9707,-11.05,0.376564,2.88827,-2.78403,-0.0585389,0.029634,0.010087,-0.7152
4.24018,7.30118,-11.3626,0.361755,2.99798,-2.81921,-0.0899961,0.034465,0.007744,-0.696544
4.34036,7.61545,-11.6344,0.342972,3.134,-2.7902,-0.117819,0.036799,0.003077,-0.679832
4.44017,7.9418,-11.8847,0.329918,3.27204,-2.74181,-0.0769707,0.031568,5.6e-05,-0.662558
4.55017,8.31084,-12.1579,0.324158,3.37517,-2.73106,-0.00964987,0.027236,0.000422,-0.642308
4.6502,8.65937,-12.4178,0.278114,3.4384,-2.72999,0.00703576,0.027792,0.001592,-0.623592
4.75019,9.01283,-12.676,0.238663,3.49582,-2.69321,0.00543982,0.029581,0.002934,-0.604633
4.86028,9.39681,-12.9328,0.203697,3.55614,-2.61234,-0.00669392,0.031058,0.003002,-0.583763
4.9602,9.75136,-13.14,0.181351,3.60993,-2.52374,-0.00145921,0.03014,0.003949,-0.565345
5.06028,10.1093,-13.3332,0.156509,3.64951,-2.44071,-0.00126813,0.028889,0.005268,-0.547325
5.17031,10.5091,-13.5614,0.139107,3.6814,-2.36217,-0.0161618,0.026849,0.006096,-0.527636
5.2702,10.8736,-13.754,0.118988,3.69973,-2.2851,-0.0201479,0.026035,0.006436,-0.510637
5.37026,11.2386,-13.921,0.104897,3.70962,-2.20679,-0.0232761,0.025097,0.006277,-0.494479
5.48029,11.6406,-14.0876,0.100197,3.72037,-2.12393,-0.0195916,0.023482,0.006356,-0.47673
5.58028,12.0088,-14.2429,0.104362,3.7293,-2.04607,-0.0219249,0.022183,0.007176,-0.461319
5.68032,12.3803,-14.3954,0.0868607,3.72429,-1.97439,-0.0260801,0.021377,0.007585,-0.44636
5.7903,12.7881,-14.5531,0.0664673,3.72022,-1.89752,-0.032196,0.020711,0.007507,-0.430807
5.89027,13.1547,-14.6747,0.0523605,3.7164,-1.8321,-0.0263406,0.020582,0.008118,-0.419114
5.99021,13.5203,-14.7817,0.0377808,3.71097,-1.76731,-0.0189862,0.019812,0.009235,-0.408703
6.0903,13.8862,-14.9082,0.0271912,3.69706,-1.71036,-0.0248745,0.019025,0.009921,-0.39953
6.20048,14.2866,-15.0411,0.0134201,3.67913,-1.65806,-0.0428058,0.018346,0.009468,-0.391049
6.30032,14.6501,-15.1705,0.00321198,3.66481,-1.61323,-0.0414989,0.017744,0.009451,-0.385045
6.40038,15.0108,-15.2783,-0.00541687,3.64568,-1.58261,-0.0356058,0.017719,0.010217,-0.38064
6.51044,15.4046,-15.3928,-0.0156631,3.62075,-1.55486,-0.0405244,0.017986,0.010325,-0.377689
6.61035,15.7615,-15.5106,-0.0246964,3.59889,-1.53507,-0.0531196,0.018631,0.009765,-0.37686
6.71044,16.1162,-15.6217,-0.0341644,3.57979,-1.51568,-0.0533725,0.018372,0.008825,-0.377664
6.82038,16.5055,-15.762,-0.0419083,3.56042,-1.51063,-0.0449307,0.018494,0.007148,-0.380478
6.92038,16.86,-15.8248,-0.0427628,3.58396,-1.53496,-0.0619208,0.018573,0.00408,-0.385346
7.02034,17.2243,-15.9234,-0.0443039,3.63206,-1.56295,-0.0686886,0.01889,0.001212,-0.392293
7.13036,17.6294,-16.0358,-0.0444107,3.66712,-1.61166,-0.0544631,0.018931,0.000727,-0.401769
7.23034,17.9992,-16.1601,-0.0444031,3.68513,-1.64706,-0.0409796,0.018056,0.002777,-0.411602
7.34042,18.4052,-16.2867,-0.0423203,3.685,-1.67248,-0.0267802,0.015906,0.005354,-0.424612
7.44039,18.7699,-16.3972,-0.0381393,3.66091,-1.70681,-0.00877571,0.013831,0.007207,-0.438631
7.54038,19.1305,-16.5217,-0.0325775,3.61778,-1.7621,0.00727431,0.013139,0.008751,-0.453954
7.65035,19.5223,-16.6639,-0.029747,3.56999,-1.8189,-0.0184638,0.012334,0.008524,-0.471957
7.75037,19.8753,-16.8138,-0.0313644,3.533,-1.86112,-0.0459597,0.011814,0.007163,-0.490288
7.85043,20.2231,-16.9467,-0.0321426,3.49632,-1.90118,-0.0599395,0.009949,0.006091,-0.510446
7.96037,20.5986,-17.1143,-0.0349045,3.43187,-1.95597,-0.0658626,0.006533,0.004959,-0.533485
8.06037,20.933,-17.2646,-0.0358963,3.3632,-2.03178,-0.0628186,0.004365,0.003701,-0.554507
8.16042,21.2601,-17.4433,-0.0372086,3.28833,-2.1128,-0.0495658,0.005807,0.002523,-0.575962
8.27036,21.6147,-17.6455,-0.0367126,3.23654,-2.17435,-0.0300148,0.00644,0.001315,-0.60056
8.37043,21.9342,-17.8322,-0.0345535,3.214,-2.24765,-0.0283917,0.00556,-1.5e-05,-0.624093
8.47039,22.2516,-18.0283,-0.0326004,3.1917,-2.35333,-0.0293563,0.005584,-0.001504,-0.647902
8.5804,22.5975,-18.257,-0.0294418,3.15655,-2.4772,-0.0226305,0.008097,-0.00155,-0.675014
8.68044,22.9086,-18.4885,-0.0276413,3.12031,-2.58514,-0.0189473,0.011115,-0.001167,-0.699933
8.78043,23.2168,-18.7259,-0.0247498,3.0932,-2.67731,-0.0122287,0.012788,-0.000388,-0.725046
8.89045,23.5528,-18.9991,-0.021698,3.06254,-2.77092,-0.00954273,0.012204,-1e-06,-0.752735
8.99041,23.8538,-19.2428,-0.0174255,3.02475,-2.86282,-0.0123815,0.009793,3.9e-05,-0.777818
9.09046,24.1479,-19.5163,-0.0154495,2.97338,-2.96739,-0.00494487,0.008153,0.000794,-0.802802
9.20045,24.4618,-19.8334,-0.014534,2.89063,-3.10466,-0.0135256,0.010462,0.00125,-0.829593
9.30044,24.7418,-20.1408,-0.0161896,2.83778,-3.21348,-0.0294909,0.012925,0.001518,-0.853594
9.40048,25.02,-20.4598,-0.0213242,2.81573,-3.3001,-0.0461376,0.012184,0.001773,-0.878058
9.51051,25.3213,-20.8235,-0.0281754,2.77053,-3.41243,-0.0463623,0.009721,0.001985,-0.904626
9.61044,25.5899,-21.1699,-0.0308762,2.7131,-3.52922,-0.0186885,0.008946,0.003287,-0.928055
9.71044,25.8536,-21.5267,-0.0318756,2.66798,-3.63371,-0.0046332,0.00742,0.005653,-0.951698
9.82053,26.1393,-21.9312,-0.0379257,2.61664,-3.73866,-0.0275202,0.003628,0.006701,-0.978001
9.9205,26.3887,-22.3108,-0.0512543,2.55379,-3.84303,-0.0468678,-1.85e-05,0.006247,-1.00265
10.0205,26.638,-22.6904,-0.0645828,2.49094,-3.94741,-0.0662153,-0.003665,0.005793,-1.02731
10.1205,26.8764,-23.0904,-0.0756378,2.40893,-4.06651,-0.0620418,-0.00424,0.005896,-1.05218
10.2305,27.1313,-23.5433,-0.0856781,2.32795,-4.19731,-0.0679943,-0.005349,0.006381,-1.07961
10.3307,27.3614,-23.9672,-0.0875244,2.26802,-4.31588,-0.0586331,-0.006621,0.007903,-1.1051
10.4405,27.6048,-24.4512,-0.0905228,2.18883,-4.44876,-0.04269,-0.009028,0.009854,-1.13242
10.5405,27.8183,-24.9056,-0.0928955,2.11634,-4.57094,-0.0398696,-0.011182,0.01182,-1.15607
10.6405,28.0236,-25.3717,-0.0978165,2.02948,-4.69088,-0.0599059,-0.01247,0.012601,-1.17956
10.7505,28.2373,-25.8991,-0.105972,1.93299,-4.81916,-0.0812999,-0.014062,0.011832,-1.20524
10.8507,28.4245,-26.3911,-0.116463,1.85421,-4.93764,-0.0905247,-0.014692,0.010764,-1.22918
10.9505,28.6025,-26.898,-0.13092,1.76464,-5.06019,-0.0914134,-0.015582,0.010346,-1.25307
11.0605,28.7882,-27.4691,-0.147446,1.65843,-5.18979,-0.0966278,-0.016849,0.009754,-1.2783
11.1605,28.9451,-28.0008,-0.159988,1.55634,-5.30481,-0.0884685,-0.017853,0.009071,-1.30022
11.2605,29.093,-28.5427,-0.169502,1.4642,-5.40999,-0.0664215,-0.0184,0.009602,-1.3218
11.3606,29.2314,-29.0824,-0.177162,1.36723,-5.50191,-0.057845,-0.019215,0.010887,-1.34353
11.4706,29.3691,-29.6811,-0.184319,1.24162,-5.57677,-0.0620775,-0.019838,0.012271,-1.36714
11.5705,29.4826,-30.2271,-0.190933,1.12467,-5.61778,-0.0611398,-0.019768,0.013344,-1.38809
11.6805,29.5924,-30.837,-0.198196,0.993345,-5.64496,-0.0647178,-0.019407,0.013889,-1.41025
11.7805,29.6806,-31.3909,-0.205376,0.877172,-5.65864,-0.0699972,-0.019428,0.013669,-1.42904
11.8806,29.7585,-31.9388,-0.211647,0.764355,-5.66882,-0.0790334,-0.018827,0.012822,-1.44684
11.9805,29.8275,-32.4833,-0.218414,0.669563,-5.67335,-0.0883535,-0.019452,0.011538,-1.46469
12.0906,29.8918,-33.0807,-0.224564,0.563683,-5.67443,-0.0791405,-0.020521,0.010034,-1.48471
12.1906,29.9382,-33.632,-0.229431,0.449682,-5.6741,-0.063266,-0.020119,0.008815,-1.50252
12.2905,29.9739,-34.1816,-0.23259,0.341209,-5.6737,-0.0529207,-0.019135,0.008425,-1.52033
12.4006,30.0055,-34.7866,-0.232193,0.237588,-5.67259,-0.0537464,-0.018912,0.008215,-1.54015
12.5006,30.0284,-35.3271,-0.227211,0.145497,-5.67285,-0.0494153,-0.019796,0.008086,-1.55812
12.6006,30.0378,-35.8782,-0.224686,0.0415878,-5.67476,-0.0395548,-0.020155,0.008304,-1.57605
12.7106,30.0353,-36.4851,-0.221085,-0.0895116,-5.67222,-0.0303035,-0.018069,0.008565,-1.59569
12.8107,30.0177,-37.041,-0.219551,-0.210054,-5.66926,-0.0305038,-0.014242,0.008786,-1.61355
12.9108,29.9909,-37.5922,-0.216606,-0.320758,-5.66856,-0.0341774,-0.009258,0.009584,-1.63115
13.0206,29.9494,-38.2,-0.215042,-0.437591,-5.67526,-0.0466162,-0.003776,0.010304,-1.64929
13.1206,29.8999,-38.7578,-0.215408,-0.536167,-5.68459,-0.0463438,0.002054,0.010894,-1.66435
13.2206,29.8405,-39.3157,-0.213608,-0.641976,-5.69085,-0.0337061,0.008291,0.01165,-1.67532
13.3308,29.7647,-39.9367,-0.216133,-0.718723,-5.7012,-0.0506522,0.015912,0.010842,-1.6836
13.4306,29.7017,-40.4865,-0.209633,-0.751086,-5.71837,-0.0613558,0.0213,0.009943,-1.68882
13.5306,29.6311,-41.046,-0.209091,-0.782588,-5.73646,-0.0733975,0.026855,0.008497,-1.69156
13.6306,29.5582,-41.6113,-0.209534,-0.799101,-5.75752,-0.0693654,0.031605,0.007299,-1.69128
13.7406,29.4797,-42.2373,-0.20771,-0.789172,-5.79072,-0.0514234,0.03608,0.007166,-1.68839
13.8408,29.4094,-42.813,-0.207016,-0.755625,-5.82813,-0.0422475,0.036848,0.009705,-1.6826
13.9406,29.3435,-43.3736,-0.204651,-0.723681,-5.86574,-0.0411555,0.03779,0.013464,-1.67438
14.0506,29.2724,-44.0079,-0.205559,-0.685948,-5.89981,-0.0399935,0.04051,0.017863,-1.66309
14.1506,29.2128,-44.5848,-0.204773,-0.647275,-5.92971,-0.0378474,0.045305,0.021245,-1.65056
14.2507,29.1633,-45.1733,-0.211899,-0.53428,-5.96239,-0.1008,0.044022,0.022662,-1.63647
14.3607,29.1265,-45.8166,-0.222198,-0.406209,-6.00466,-0.15156,0.041437,0.021724,-1.62137
14.4607,29.0996,-46.4066,-0.232513,-0.34661,-6.0389,-0.159402,0.039621,0.01974,-1.6067
14.5607,29.0777,-47.0034,-0.240623,-0.282661,-6.07758,-0.139112,0.041604,0.01827,-1.59176
14.6706,29.0751,-47.6651,-0.248833,-0.154874,-6.11936,-0.134746,0.041022,0.016418,-1.57635
14.7706,29.0808,-48.274,-0.25885,-0.0493373,-6.15464,-0.137575,0.039048,0.015049,-1.56253
14.8707,29.0963,-48.8808,-0.265053,0.0337788,-6.19159,-0.121007,0.036336,0.014353,-1.54822
14.9707,29.1174,-49.4985,-0.270645,0.125668,-6.23058,-0.0976392,0.034918,0.015246,-1.53482
15.0807,29.1506,-50.1827,-0.275894,0.21575,-6.27026,-0.0902339,0.034156,0.017163,-1.52077
15.1807,29.1873,-50.8108,-0.282669,0.301992,-6.30571,-0.0951264,0.032328,0.019669,-1.50788
15.2907,29.2396,-51.5044,-0.29081,0.400877,-6.33766,-0.101856,0.030918,0.021747,-1.49503
15.3907,29.2871,-52.1422,-0.306122,0.471723,-6.35843,-0.117749,0.030071,0.020883,-1.48422
15.4907,29.3413,-52.783,-0.322639,0.541655,-6.37947,-0.13598,0.029521,0.018416,-1.47387
15.5907,29.4042,-53.4269,-0.342682,0.620512,-6.39561,-0.16266,0.028183,0.014599,-1.46474
15.7007,29.4797,-54.1353,-0.362343,0.679936,-6.40918,-0.151063,0.027878,0.010545,-1.45601
15.8007,29.5525,-54.7829,-0.374542,0.719612,-6.4185,-0.0991951,0.028994,0.009737,-1.44885
