t,x,y,z,vx,vy,vz,roll,pitch,yaw
10.9505,29.7895,-26.0322,2.82234,1.77954,-3.83869,0.461075,-0.0233801,-0.00649358,-1.56701
11.0605,29.838,-26.4672,2.86013,1.60375,-3.95466,0.45212,-0.0215037,-0.00581488,-1.59298
11.1605,29.9028,-26.8497,2.88228,1.44758,-4.0205,0.459907,-0.0187866,-0.0124467,-1.61594
11.2605,30.0381,-27.2577,2.93022,1.3525,-4.08029,0.479408,-0.0185711,-0.011914,-1.64073
11.3606,30.1632,-27.6704,2.97916,1.25053,-4.12431,0.489112,-0.0184371,-0.0105771,-1.66558
11.4706,30.2879,-28.1256,3.03317,1.13396,-4.13901,0.491064,-0.0181331,-0.00906182,-1.69247
11.5705,30.2519,-28.4526,3.12185,1.04254,-4.05098,0.511291,-0.0210773,-0.0350428,-1.74884
11.6805,30.7473,-29.8259,3.26864,0.425637,-5.43605,0.516842,0.0228281,0.202519,-1.76892
11.7805,30.7722,-30.3859,3.31754,0.248996,-5.59924,0.488925,0.0227783,0.202678,-1.79191
11.8806,30.7802,-30.962,3.36386,0.0806367,-5.75929,0.463037,0.0232348,0.202268,-1.81396
11.9805,30.7727,-31.5535,3.40825,-0.0749729,-5.91686,0.444074,0.0227987,0.201302,-1.8359
12.0906,29.7739,-30.356,3.19815,0.157134,-4.02081,0.523726,-0.00164248,-0.0124243,-1.83865
12.1906,30.0123,-31.1894,3.34186,0.245282,-4.30548,0.573933,-0.0176432,0.00900247,-1.81877
12.2905,30.0285,-31.6185,3.39971,0.162213,-4.29188,0.578594,-0.0165391,0.00830681,-1.8389
12.4006,29.8857,-31.631,3.37981,0.233694,-3.88405,0.582512,-0.0260569,-0.02952,-1.85286
12.5006,29.9037,-31.9447,3.42127,0.227267,-3.7526,0.593046,-0.0283832,-0.0418437,-1.87146
12.6006,30.2434,-33.0226,3.52284,0.162402,-3.97632,0.578873,-0.0158852,-0.0797645,-1.89279
12.7106,30.2521,-33.4466,3.5871,0.0786564,-3.85417,0.584172,-0.011242,-0.0863646,-1.9145
12.8107,29.3511,-31.8972,3.64132,-0.0117021,-3.44485,0.730793,-0.0485638,0.0544382,-1.91575
12.9108,29.221,-31.7197,3.60227,0.0729912,-3.12873,0.700204,-0.0971247,0.0158231,-1.99048
13.0206,29.2272,-32.0699,3.67937,0.0566105,-3.18995,0.702224,-0.101698,0.0330195,-2.0135
13.1206,29.2305,-32.3953,3.75082,0.0322945,-3.25302,0.7143,-0.105661,0.0485964,-2.03302
13.2206,29.442,-33.4008,3.86099,-0.048306,-3.57539,0.700629,-0.0928818,0.0586182,-2.03451
13.3308,29.8625,-34.7882,3.98664,-0.0901412,-3.9188,0.673561,-0.0627597,0.0075177,-2.03024
13.4306,29.8844,-35.358,4.17489,-0.245188,-4.11725,0.702635,-0.0482005,0.0613864,-2.05158
13.5306,29.9454,-36.0076,4.2664,-0.306386,-4.22851,0.700358,-0.0377577,0.0557578,-2.06467
13.6306,29.8424,-36.7086,4.33309,-0.60522,-4.40989,0.703174,0.0034705,0.0715547,-2.08542
13.7406,29.8038,-37.521,4.4403,-0.70432,-4.66023,0.721719,0.0133099,0.0813802,-2.09184
13.8408,29.4452,-37.2619,4.5119,-0.818433,-4.60621,0.739545,0.0184869,0.1032,-2.11986
13.9406,29.3893,-37.8123,4.58727,-0.921328,-4.74047,0.736511,0.0241431,0.11414,-2.11655
14.0506,29.2787,-38.3512,4.66892,-1.00478,-4.89554,0.741864,0.0283403,0.126645,-2.11088
14.1506,29.1713,-38.8556,4.74213,-1.07359,-5.04499,0.73218,0.033915,0.137629,-2.10338
14.2507,29.066,-39.3803,4.8065,-1.05271,-5.24437,0.643449,0.0344719,0.146402,-2.09439
14.3607,28.9453,-39.9792,4.87165,-1.09726,-5.44476,0.592211,0.0345407,0.153941,-2.08459
14.4607,28.8275,-40.5423,4.93126,-1.17778,-5.63039,0.596088,0.0347143,0.159823,-2.07487
14.5607,28.7039,-41.125,4.98924,-1.23623,-5.82863,0.579939,0.038044,0.165792,-2.06491
14.6706,28.8452,-42.4029,4.99979,-1.19032,-6.13367,0.523066,0.0393735,0.166124,-2.03648
14.7706,28.7219,-43.0375,5.05101,-1.23362,-6.34489,0.512195,0.0394966,0.172202,-2.0269
14.8707,28.5927,-43.6948,5.10309,-1.29088,-6.56789,0.520426,0.039103,0.178991,-2.01709
14.9707,28.4585,-44.3744,5.15461,-1.34285,-6.79914,0.515395,0.0394863,0.187118,-2.00805
15.0807,28.3034,-45.1506,5.20804,-1.40859,-7.05385,0.485481,0.0406855,0.197146,-1.99864
15.1807,28.1575,-45.8804,5.25341,-1.45989,-7.30046,0.453863,0.0409311,0.20698,-1.99008
15.2907,27.7952,-46.5367,5.35445,-1.6705,-7.44737,0.450557,0.0497522,0.209215,-1.98581
15.3907,26.8641,-47.1493,5.38514,-2.58506,-7.30052,0.417775,0.104775,0.218585,-1.98934
15.4907,26.4548,-47.3048,5.35601,-2.79197,-7.12398,0.382039,0.115547,0.2067,-1.99844
15.5907,26.1633,-48.0365,5.3904,-2.91618,-7.31905,0.344106,0.117514,0.209853,-1.99472
15.7007,25.8218,-48.8641,5.42957,-3.10342,-7.52111,0.355907,0.120569,0.213669,-1.99188
15.8007,25.5479,-48.5843,5.32797,-3.1126,-6.84947,0.447666,0.12544,0.162568,-2.01709
