t,x,y,z,vx,vy,vz,roll,pitch,yaw
1.9601,-6.00467,-5.38171,0.214989,-3.26184,-3.73548,0.172551,0.030268,-0.023796,-2.28698
2.07011,-6.35973,-5.81282,0.219131,-3.30195,-3.85485,0.100583,0.021037,-0.02549,-2.28626
2.1701,-6.69407,-6.20822,0.227516,-3.38243,-3.92897,0.116938,0.017576,-0.0268,-2.28955
2.27013,-7.03929,-6.60521,0.242279,-3.48631,-3.97163,0.157113,0.016237,-0.024496,-2.29513
2.38016,-7.42687,-7.04875,0.257973,-3.57787,-4.00614,0.120492,0.015939,-0.021257,-2.30372
2.48011,-7.78529,-7.45082,0.273026,-3.61211,-4.02191,0.119995,0.011803,-0.018112,-2.31369
2.59013,-8.17916,-7.89194,0.294525,-3.63302,-3.99386,0.178232,0.006399,-0.011933,-2.32759
2.69012,-8.54391,-8.28122,0.313278,-3.69653,-3.87479,0.173201,0.007601,-0.009943,-2.34112
2.79022,-8.91101,-8.66302,0.321724,-3.73341,-3.78901,0.115951,0.009312,-0.011092,-2.35651
2.90011,-9.31488,-9.08042,0.322426,-3.75038,-3.73489,0.0566104,0.007393,-0.013607,-2.37579
3.00014,-9.68271,-9.4563,0.31971,-3.78697,-3.66168,0.0431284,0.004153,-0.015699,-2.39423
3.11015,-10.0986,-9.85276,0.323524,-3.86213,-3.53615,0.10372,0.004776,-0.015093,-2.41561
3.21011,-10.4827,-10.2,0.336472,-3.92882,-3.40748,0.173393,0.010248,-0.012285,-2.43654
3.31044,-10.8725,-10.5354,0.345795,-3.95868,-3.31458,0.145548,0.013058,-0.011091,-2.45917
3.42018,-11.3044,-10.8967,0.344734,-3.9934,-3.22135,0.0856135,0.013031,-0.012387,-2.4851
3.52019,-11.7058,-11.21,0.344269,-4.04549,-3.09797,0.0886748,0.013188,-0.01139,-2.50808
3.62016,-12.1132,-11.5125,0.34359,-4.0944,-2.98552,0.0786179,0.011173,-0.009353,-2.53101
3.73019,-12.5639,-11.8345,0.343552,-4.13992,-2.86536,0.104952,0.010677,-0.005157,-2.55699
3.83023,-12.9788,-12.1139,0.351791,-4.1772,-2.74997,0.115732,0.009603,-0.000877,-2.58004
3.93017,-13.3935,-12.382,0.355675,-4.20856,-2.62444,0.0955628,0.010903,0.001465,-2.60323
4.04018,-13.8561,-12.6584,0.354973,-4.24472,-2.47793,0.052136,0.012372,0.001209,-2.62704
4.14016,-14.2789,-12.8977,0.353775,-4.26122,-2.38583,0.0108404,0.012357,-6.7e-05,-2.64704
4.24019,-14.7033,-13.1287,0.353935,-4.27169,-2.31511,0.000949587,0.01028,-0.000643,-2.66466
4.35046,-15.1722,-13.3718,0.354233,-4.28606,-2.21158,0.00209036,0.007686,-0.001635,-2.68036
4.45022,-15.5996,-13.5808,0.356079,-4.30695,-2.09829,0.0267028,0.008864,-0.001879,-2.69081
4.55021,-16.0271,-13.7835,0.358574,-4.30995,-2.02301,0.0519594,0.012559,-0.00129,-2.69831
4.66021,-16.4946,-14.0044,0.362053,-4.28711,-1.99428,0.0563391,0.013471,-0.000172,-2.70468
4.76022,-16.9196,-14.2021,0.370766,-4.26133,-1.97623,0.0426003,0.011476,0.000966,-2.70822
4.86026,-17.3395,-14.3953,0.379158,-4.2417,-1.93093,0.0249785,0.010438,0.000526,-2.70867
4.97024,-17.7992,-14.6063,0.390221,-4.21686,-1.90737,0.0322135,0.009871,0.000613,-2.70744
5.07031,-18.2102,-14.8049,0.399529,-4.18424,-1.91581,0.0286791,0.008322,0.00148,-2.70647
5.17024,-18.6207,-15.0009,0.401543,-4.15277,-1.91465,0.0208022,0.006184,0.002314,-2.70577
5.28043,-19.0681,-15.2126,0.402458,-4.11734,-1.89511,0.0203875,0.004509,0.002657,-2.70434
5.38032,-19.4689,-15.4051,0.403198,-4.08414,-1.86588,0.0329208,0.005042,0.002709,-2.70154
5.48024,-19.8631,-15.5983,0.406258,-4.03206,-1.85169,0.0413272,0.005458,0.002822,-2.69765
5.59024,-20.2873,-15.8066,0.405396,-3.92819,-1.83681,0.0338977,0.005421,0.002614,-2.69318
5.69031,-20.6644,-15.9866,0.403236,-3.80331,-1.80125,0.0152652,0.004114,0.001953,-2.68833
5.79052,-21.0256,-16.1618,0.406853,-3.67659,-1.74977,0.00220247,0.004049,-0.000172,-2.68277
5.9003,-21.405,-16.3552,0.412819,-3.53203,-1.7042,0.0096541,0.003854,-0.002228,-2.6768
6.00027,-21.7378,-16.5309,0.421417,-3.39762,-1.66734,0.0166568,0.003594,-0.004102,-2.67069
6.10027,-22.0583,-16.7013,0.425522,-3.26994,-1.63096,0.022769,0.002261,-0.005794,-2.66278
6.20027,-22.3652,-16.866,0.429367,-3.14743,-1.59214,0.0383398,0.002627,-0.006952,-2.65406
6.31043,-22.6857,-17.0471,0.436562,-3.02148,-1.54322,0.0431278,0.003884,-0.007989,-2.64306
6.41039,-22.9711,-17.208,0.440826,-2.9128,-1.52767,0.049188,0.00484,-0.008311,-2.63273
6.51033,-23.2448,-17.3674,0.444641,-2.80872,-1.52322,0.0493641,0.004655,-0.007649,-2.62267
6.62029,-23.5324,-17.5371,0.450539,-2.69504,-1.50099,0.0511756,0.004181,-0.006509,-2.61231
6.72028,-23.7782,-17.6889,0.45771,-2.57956,-1.46346,0.0541208,0.004086,-0.005921,-2.60316
6.82036,-24.0142,-17.8357,0.466805,-2.44249,-1.41667,0.0543042,0.003995,-0.005671,-2.59449
6.9303,-24.2579,-17.9918,0.465271,-2.27978,-1.35623,0.0497657,0.003078,-0.005317,-2.58533
7.03032,-24.4644,-18.1244,0.46582,-2.13267,-1.29282,0.0434036,0.002141,-0.004927,-2.57713
7.13034,-24.658,-18.2469,0.471092,-1.99101,-1.21907,0.0371994,0.00111,-0.004083,-2.56847
7.24033,-24.8605,-18.3711,0.487076,-1.87377,-1.15584,0.0324865,0.001848,-0.003551,-2.55856
7.34043,-25.035,-18.4854,0.495956,-1.7957,-1.12536,0.0213839,0.001765,-0.003648,-2.54964
7.44031,-25.2006,-18.5961,0.502571,-1.71018,-1.09539,0.0179278,0.002377,-0.005598,-2.54169
7.55035,-25.3773,-18.7102,0.505814,-1.62451,-1.04963,0.014897,0.002465,-0.008655,-2.53289
7.65033,-25.5284,-18.8123,0.508415,-1.54547,-1.01967,0.0066814,0.00266,-0.010702,-2.52516
7.7504,-25.6713,-18.9114,0.51165,-1.46251,-0.982341,0.00848399,0.00197,-0.011631,-2.51774
7.86042,-25.8145,-19.0162,0.515373,-1.36671,-0.922058,0.0250083,0.001329,-0.011037,-2.50933
7.96042,-25.935,-19.1081,0.51532,-1.268,-0.872885,0.030322,0.000792,-0.01042,-2.50181
8.0604,-26.0457,-19.1966,0.511925,-1.16582,-0.815989,0.029123,0.00011,-0.009898,-2.49476
8.1704,-26.155,-19.2891,0.505394,-1.06422,-0.756995,0.0186962,-0.001527,-0.008833,-2.48671
8.27042,-26.2499,-19.3709,0.501114,-1.01902,-0.74091,0.00653297,-0.003345,-0.008048,-2.47861
8.38057,-26.3497,-19.4626,0.495293,-0.99508,-0.733947,0.0120607,-0.00458,-0.007211,-2.46986
8.48047,-26.4412,-19.5411,0.492424,-0.981553,-0.720804,0.0169206,-0.004302,-0.006497,-2.46174
8.5804,-26.5312,-19.6166,0.49086,-0.966695,-0.704063,0.0160747,-0.002882,-0.006221,-2.45242
8.69043,-26.6304,-19.6999,0.496162,-0.946429,-0.711697,0.0115268,-0.001763,-0.005584,-2.4417
8.79066,-26.7185,-19.7793,0.501495,-0.933529,-0.738588,-0.00476407,-0.002032,-0.005423,-2.43199
8.89049,-26.806,-19.8617,0.500648,-0.945918,-0.765707,-0.0255537,-0.003178,-0.007464,-2.4202
9.00043,-26.9104,-19.9614,0.500572,-0.999475,-0.821156,-0.0309143,-0.003584,-0.011423,-2.40464
9.10045,-27.0152,-20.0594,0.502281,-1.06614,-0.908393,-0.0177167,-0.003452,-0.014874,-2.38877
9.20045,-27.1252,-20.1667,0.503105,-1.13794,-1.01057,0.00802174,-0.003355,-0.01641,-2.37025
9.30062,-27.2416,-20.2848,0.503525,-1.20982,-1.11335,0.050698,-0.003993,-0.014756,-2.34807
9.41048,-27.3759,-20.4281,0.509659,-1.28863,-1.23786,0.0761943,-0.003329,-0.011237,-2.32058
9.51049,-27.5029,-20.5725,0.514442,-1.34751,-1.35502,0.0730916,-0.001323,-0.008596,-2.2927
9.61049,-27.6356,-20.7269,0.51741,-1.37745,-1.4808,0.0500668,-0.000253,-0.007162,-2.2614
9.72046,-27.7839,-20.9115,0.519363,-1.4029,-1.62159,0.0376598,0.000167,-0.004661,-2.22243
9.82052,-27.9185,-21.0966,0.521034,-1.40581,-1.7733,0.0212921,0.001165,-0.001389,-2.18511
9.92043,-28.0479,-21.2994,0.521133,-1.38953,-1.9146,-0.00212859,-0.000303,0.000927,-2.14479
10.0304,-28.1788,-21.5494,0.490105,-1.3521,-2.06661,-0.0361397,-0.001813,0.001914,-2.09704
10.1304,-28.2965,-21.7869,0.46299,-1.31091,-2.20425,-0.0298613,-0.002918,0.002622,-2.05151
10.2305,-28.3835,-22.0576,0.421768,-1.23362,-2.35248,0.00968865,-0.005259,0.005998,-2.0055
10.3306,-28.4708,-22.3344,0.398186,-1.14804,-2.48965,0.0103448,-0.007265,0.010161,-1.95825
10.4404,-28.554,-22.6568,0.369331,-1.05431,-2.62963,-0.00663039,-0.007161,0.014987,-1.90434
10.5405,-28.6288,-22.9554,0.352051,-0.969777,-2.76362,0.00358116,-0.005191,0.022464,-1.85424
10.6405,-28.6971,-23.263,0.336212,-0.875041,-2.87778,-0.00986481,0.000841,0.027305,-1.80485
10.7504,-28.7592,-23.6119,0.310013,-0.7349,-2.99842,-0.0603492,0.007475,0.025054,-1.74981
10.8505,-28.8059,-23.938,0.281898,-0.574522,-3.13824,-0.115692,0.011502,0.020104,-1.69905
10.9505,-28.8321,-24.2821,0.250809,-0.392898,-3.29642,-0.123351,0.010058,0.018201,-1.64839
11.0605,-28.8462,-24.6723,0.228035,-0.197237,-3.46097,-0.108381,0.005803,0.020764,-1.59201
11.1605,-28.8513,-25.052,0.220467,-0.0311518,-3.59432,-0.145179,0.004411,0.021081,-1.54092
11.2705,-28.8344,-25.4755,0.200478,0.177056,-3.73122,-0.212323,0.001913,0.017603,-1.48477
11.3706,-28.7977,-25.8818,0.196167,0.333698,-3.85707,-0.106749,0.004607,0.01818,-1.43355
11.4705,-28.7441,-26.2969,0.199028,0.502205,-3.99812,-0.039318,0.01128,0.022003,-1.38431
11.5705,-28.675,-26.7159,0.184692,0.694342,-4.09837,-0.08205,0.022503,0.021884,-1.33649
11.6805,-28.5688,-27.1809,0.160545,0.990303,-4.16624,-0.0909007,0.024957,0.022031,-1.28414
11.7807,-28.4415,-27.6066,0.141144,1.27818,-4.21572,-0.109678,0.022776,0.022122,-1.23837
11.8805,-28.2851,-28.0447,0.119133,1.52741,-4.28121,-0.140702,0.01617,0.022096,-1.19475
11.9905,-28.091,-28.5325,0.098732,1.74588,-4.36812,-0.142718,0.018607,0.020448,-1.1511
12.0905,-27.895,-28.9858,0.0801468,1.93773,-4.44485,-0.135655,0.022407,0.017786,-1.1156
12.1905,-27.6763,-29.4408,0.0653687,2.17065,-4.48912,-0.117829,0.02516,0.015509,-1.08432
12.3007,-27.4086,-29.944,0.0437088,2.43311,-4.52236,-0.135546,0.022192,0.012667,-1.05393
12.4006,-27.1413,-30.4082,0.0237579,2.63215,-4.56997,-0.164919,0.018131,0.011631,-1.02865
12.5006,-26.8669,-30.8787,0.00415802,2.78592,-4.63699,-0.141602,0.018027,0.011119,-1.00533
12.6106,-26.5529,-31.4054,-0.00867462,2.95203,-4.71323,-0.0636271,0.021636,0.014066,-0.982818
12.7106,-26.2498,-31.8883,-0.0139465,3.10135,-4.7731,-0.023125,0.028246,0.017926,-0.965849
12.8108,-25.933,-32.3782,-0.021843,3.23807,-4.81864,-0.055751,0.033443,0.019391,-0.95092
