360,248
358,248
371,260
361,253
352,260
357,277
368,258
366,254
336,257
338,254
374,256
345,262
332,260
361,282
341,256
334,262
342,263
363,248
388,283
368,266
307,225
307,232
381,242
436,250
309,229
323,235
312,222
317,228
422,329
403,324
394,295
395,304
390,297
409,331
412,315
436,353
376,295
429,330
385,305
410,310
435,363
432,354
411,323
400,313
407,309
383,297
378,294
444,348
408,318
412,331
393,312
442,338
422,355
413,346
438,351
446,364
441,349
410,320
414,311
414,355
410,306
443,362
375,307
321,325
393,353
443,341
375,354
397,355
445,391
435,393
345,447
308,473
446,388
446,398
309,427
407,435
378,463
442,400
421,432
305,439
389,470
418,459
402,462
323,469
335,473
354,389
439,399
415,400
313,407
390,407
435,409
351,425
358,437
441,446
437,448
441,458
307,459
395,459
312,463
318,466
405,470
316,471
420,471
337,473
327,475
526,87
523,87
540,89
548,55
548,57
548,51
537,91
533,89
489,90
522,92
461,88
545,54
459,88
545,58
546,50
527,90
537,85
545,86
533,92
552,79
478,88
546,88
534,86
519,88
550,65
549,81
517,88
555,42
551,58
547,62
545,70
536,73
558,80
475,90
546,46
546,48
553,53
568,61
545,68
547,68
538,99
543,163
540,102
544,145
547,119
545,100
538,121
537,104
546,103
573,109
562,120
542,181
540,113
560,119
545,139
537,174
537,106
546,115
547,130
537,153
546,156
556,169
539,107
596,118
544,154
561,154
469,171
541,184
518,107
537,115
526,124
569,126
496,134
549,135
539,144
533,159
551,159
562,182
504,101
580,106
594,284
573,270
575,277
582,276
500,278
521,284
491,281
571,267
512,280
569,266
474,274
474,269
578,272
579,281
567,283
577,280
595,279
561,274
534,248
559,267
569,271
547,284
539,284
575,274
581,279
495,284
583,274
537,283
475,284
492,264
470,280
594,281
526,263
557,272
573,275
561,277
481,280
532,203
560,264
592,267
474,376
455,368
457,373
468,375
453,373
460,360
593,291
587,295
575,296
596,298
565,377
551,296
577,297
580,300
548,310
547,327
533,292
519,294
508,295
566,380
567,292
554,317
496,291
546,329
553,311
590,305
571,380
595,324
520,322
549,316
460,355
590,300
465,360
544,330
569,379
593,305
596,305
505,311
589,298
596,302
548,451
480,409
555,452
487,407
527,433
511,440
519,442
495,402
499,400
502,414
472,395
524,451
517,438
531,451
521,434
529,448
497,403
513,443
526,453
485,410
468,397
507,413
576,472
507,416
458,387
463,387
483,406
522,429
524,429
554,449
541,428
512,400
584,452
528,429
523,415
518,430
567,448
483,422
592,452
536,427
690,89
690,87
698,5
696,50
691,74
698,21
694,50
694,87
698,15
695,24
699,10
698,58
695,67
694,83
693,85
691,76
731,87
694,26
691,36
696,43
727,56
693,57
611,58
740,67
701,72
693,81
690,84
623,92
635,188
652,180
670,183
681,184
650,187
664,181
631,184
626,183
645,179
645,186
633,176
624,173
686,185
626,176
689,183
670,188
663,188
641,188
677,179
668,188
677,140
679,124
677,176
674,172
679,140
689,132
684,157
677,124
635,183
679,134
686,158
676,158
684,144
676,164
689,112
679,156
672,138
681,163
683,166
621,181
634,259
621,239
648,208
658,199
653,211
667,210
638,248
656,220
635,253
627,258
625,196
666,225
670,263
663,202
666,255
635,195
640,196
627,241
648,253
668,204
684,213
646,229
626,247
655,233
620,247
670,256
652,261
676,246
622,226
665,231
674,222
661,223
624,218
639,242
667,242
677,201
633,209
639,217
663,262
658,213
640,309
623,296
730,346
628,304
618,299
626,297
626,303
669,318
615,292
609,294
642,304
607,294
644,305
660,319
672,325
635,302
638,309
732,348
732,356
698,331
662,319
649,314
722,345
716,349
742,362
714,348
683,325
714,343
724,346
730,354
740,361
666,312
694,323
696,338
712,338
654,322
709,343
608,300
652,297
645,294
692,425
688,421
728,392
732,399
697,431
632,448
605,450
619,451
622,457
618,455
603,452
691,420
612,451
693,421
721,422
603,465
672,388
723,421
694,432
740,415
730,416
629,454
631,452
670,388
615,452
624,448
637,451
635,455
629,461
638,449
723,390
644,426
642,427
732,402
651,448
618,449
662,449
603,469
729,414
689,424
