474,274
496,291
650,297
546,329
710,331
732,399
599,451
652,221
474,269
553,311
518,430
601,465
692,343
413,346
697,431
567,448
590,305
438,351
684,360
571,380
632,448
607,285
658,302
192,311
629,316
483,422
592,452
660,219
639,315
595,324
655,245
668,263
149,318
35,382
685,261
520,322
536,427
605,450
619,451
560,464
541,468
677,221
667,245
338,251
549,316
460,355
684,235
578,272
579,281
510,417
622,457
567,283
590,287
382,289
600,298
590,300
465,360
543,412
641,231
577,280
545,427
581,458
360,248
609,306
705,349
577,383
585,458
644,210
657,224
595,279
544,330
688,333
694,339
748,357
569,379
11,414
677,179
358,248
652,251
371,260
91,280
178,302
593,305
596,305
665,307
505,311
693,375
552,473
403,78
561,274
679,375
630,195
652,207
376,288
589,298
716,339
580,347
698,354
361,253
475,285
610,303
616,303
560,317
548,320
628,322
510,398
566,465
352,260
592,303
619,317
616,320
582,347
498,434
618,455
659,203
601,280
459,290
682,320
560,374
519,408
546,432
570,452
601,302
88,371
620,245
618,304
693,330
452,346
401,79
454,288
457,289
542,315
551,317
557,318
707,345
514,402
670,210
534,248
559,267
569,271
602,282
547,284
574,329
678,354
100,365
691,420
573,476
533,93
539,284
554,303
487,313
560,320
697,327
94,348
562,382
526,87
575,274
581,279
495,284
102,364
516,403
589,438
575,459
583,274
537,283
541,286
518,289
555,305
613,307
616,314
698,334
82,366
509,396
504,418
5,421
501,443
270,76
662,198
357,277
569,296
570,298
180,317
686,324
554,340
441,349
71,357
717,367
527,416
9,418
548,425
562,448
612,451
573,456
308,77
368,258
492,264
470,280
594,281
556,292
524,316
696,318
601,329
540,387
5,406
215,82
366,254
336,257
568,294
553,301
551,310
522,317
633,322
117,336
71,353
605,353
106,371
693,421
721,422
272,77
417,80
677,140
628,216
526,263
557,272
600,282
625,319
122,334
83,350
86,352
492,361
550,403
570,427
679,124
338,254
374,256
345,262
573,275
617,290
674,295
647,304
615,306
519,309
613,314
574,320
574,375
695,376
494,385
564,448
538,99
332,260
561,277
481,280
165,309
560,313
695,320
562,336
675,359
672,388
723,421
694,432
577,449
494,476
523,87
542,94
543,163
571,300
557,312
194,323
522,326
642,340
74,359
495,454
540,89
540,102
677,176
34,262
173,303
576,304
598,323
649,323
137,324
547,340
687,346
740,415
544,467
532,203
361,282
653,287
536,298
642,301
545,317
410,320
562,330
514,338
600,449
578,457
548,55
548,57
406,79
128,150
674,172
341,256
598,269
617,288
610,298
542,308
556,308
501,314
504,325
565,331
102,357
499,457
548,51
270,74
537,91
539,97
679,140
560,264
549,285
540,309
653,314
591,320
625,321
563,325
683,327
708,327
707,329
447,347
92,357
91,370
574,381
730,416
493,428
552,438
554,439
629,454
595,461
689,132
592,267
620,288
602,294
536,296
626,308
185,309
513,310
503,313
600,327
494,383
469,451
631,452
106,63
311,78
385,78
423,82
533,89
489,90
522,92
684,157
682,252
546,263
536,293
573,303
526,316
502,319
505,321
512,331
570,332
520,337
253,340
670,388
615,452
497,476
677,124
544,145
635,183
334,262
504,265
586,272
524,274
653,282
645,283
651,286
541,288
640,301
538,302
655,325
252,334
535,340
624,348
79,349
99,359
657,371
712,383
624,448
637,451
471,452
635,455
629,461
461,88
690,89
11,92
679,134
132,149
686,158
543,251
548,271
612,287
589,320
525,327
702,331
517,334
522,337
529,339
100,344
506,391
566,424
498,437
638,449
595,472
547,474
105,57
235,74
268,78
320,78
435,86
547,119
197,195
529,260
342,263
501,266
477,282
598,292
554,297
662,304
183,319
142,321
680,322
557,337
539,341
620,347
98,377
723,390
644,426
642,427
545,54
382,80
459,88
112,96
203,114
676,158
130,195
192,216
630,263
555,284
610,287
576,289
572,309
414,311
509,335
250,336
559,340
551,343
517,351
414,355
603,356
636,366
715,381
732,402
651,448
618,449
662,449
590,454
587,455
603,469
404,76
9,80
691,94
207,95
545,100
538,121
684,144
676,164
669,194
136,202
562,267
480,270
498,280
553,283
577,293
557,296
410,306
570,306
498,319
527,328
564,329
169,334
543,342
637,362
537,374
654,374
600,376
184,382
117,387
506,395
561,412
535,414
729,414
532,415
689,424
472,429
694,429
668,435
570,447
653,448
610,450
690,87
689,112
679,156
196,203
689,224
363,248
449,267
495,289
626,289
604,295
584,296
180,302
506,317
563,317
600,321
545,322
529,330
531,330
690,331
244,357
614,357
443,362
600,374
725,409
735,411
545,415
585,430
682,435
628,447
623,464
6,48
545,58
106,68
406,76
213,89
537,104
672,138
205,144
681,163
15,186
137,200
619,200
24,212
199,219
565,268
388,283
563,291
614,298
375,307
540,311
664,317
686,328
703,329
138,331
518,336
266,339
518,344
95,368
576,374
559,409
492,425
671,444
657,449
589,451
615,463
718,476
698,5
546,50
696,50
691,74
272,79
221,81
236,83
527,90
546,103
573,109
136,111
207,134
683,166
131,179
621,181
198,185
27,211
195,214
221,222
232,225
47,242
268,243
552,245
491,253
498,263
647,263
563,264
653,264
368,266
569,269
392,287
539,304
192,323
321,325
597,329
712,333
622,334
531,342
602,345
458,346
518,349
677,380
447,388
